Price,Area,Floor,Bedroom,Restroom,Roadfrontage,Legal,Lat,Long
8.0,,2.0,3.0,,1,1,10.79159445,106.62785362180159
4.5,58.0,4.0,3.0,3.0,0,0,10.7705525,106.59952282588061
1.89,51.0,1.0,,,1,1,10.8298295,106.7617899
6.7,52.0,5.0,4.0,4.0,1,0,10.8121855,106.70404172557386
12.0,90.0,5.0,6.0,6.0,1,1,10.7763897,106.7011391
6.0,40.0,,,,0,0,10.7659529,106.6475594370616
5.3,80.0,,,,1,0,10.7705525,106.59952282588061
3.0,48.0,3.0,2.0,2.0,0,1,10.8298295,106.7617899
6.0,75.0,,3.0,4.0,1,1,10.8298295,106.7617899
3.65,52.0,4.0,5.0,3.0,1,0,10.8298295,106.7617899
1.1,40.0,,1.0,1.0,0,1,10.7763897,106.7011391
4.0,60.0,3.0,2.0,2.0,0,1,10.8010732,106.6798916250364
15.0,60.0,3.0,3.0,,1,1,10.79159445,106.62785362180159
30.0,160.0,4.0,,,1,1,10.7763897,106.7011391
4.0,48.0,3.0,3.0,,1,0,10.8352833,106.67406562042235
6.1,76.0,3.0,6.0,5.0,0,1,10.7705525,106.59952282588061
5.1,56.0,4.0,4.0,3.0,0,1,10.8352833,106.67406562042235
6.5,50.0,3.0,,,1,1,10.7705525,106.59952282588061
7.5,48.0,6.0,5.0,5.0,1,1,10.8121855,106.70404172557386
4.7,30.0,,,,0,0,10.8030656,106.65227606400094
6.8,46.0,5.0,8.0,,1,1,10.7659529,106.6475594370616
7.5,80.0,5.0,5.0,6.0,0,1,10.8352833,106.67406562042235
6.0,71.0,2.0,3.0,,0,1,10.8030656,106.65227606400094
6.98,62.0,6.0,,,1,0,10.8352833,106.67406562042235
3.15,48.0,3.0,4.0,3.0,1,1,10.7220335,106.62949387003158
3.6,36.0,3.0,8.0,6.0,1,1,10.8352833,106.67406562042235
5.0,76.0,1.0,,,0,1,10.8298295,106.7617899
8.9,46.0,,4.0,4.0,0,0,10.8010732,106.6798916250364
4.15,372.0,2.0,5.0,,1,1,10.8298295,106.7617899
4.2,40.0,2.0,3.0,2.0,0,1,10.79159445,106.62785362180159
3.95,55.0,,2.0,2.0,1,1,10.8298295,106.7617899
15.9,168.0,3.0,4.0,5.0,1,1,10.8311346,106.7715507
3.0,36.0,1.0,,,1,0,10.7705525,106.59952282588061
2.7,40.0,,2.0,2.0,1,0,10.8352833,106.67406562042235
4.95,54.0,2.0,2.0,3.0,0,1,10.8030656,106.65227606400094
9.2,92.0,3.0,2.0,,1,1,10.7763897,106.7011391
5.15,36.0,,2.0,2.0,0,0,10.8121855,106.70404172557386
4.7,36.0,3.0,2.0,2.0,0,1,10.7763897,106.7011391
4.5,55.0,2.0,3.0,2.0,0,0,10.8030656,106.65227606400094
11.4,46.0,3.0,3.0,3.0,1,1,10.8121855,106.70404172557386
5.3,40.0,6.0,2.0,2.0,0,1,10.8121855,106.70404172557386
28.0,38.0,2.0,3.0,2.0,0,1,10.79159445,106.62785362180159
9.2,100.0,,,,0,0,10.7763897,106.7011391
4.2,78.0,2.0,3.0,2.0,0,1,10.79159445,106.62785362180159
3.36,30.0,3.0,,,1,1,10.7726536,106.66821544343898
13.5,70.0,5.0,2.0,2.0,0,1,10.7726536,106.66821544343898
13.0,98.0,5.0,,,1,1,10.8298295,106.7617899
12.2,50.0,5.0,,,1,0,10.7659529,106.6475594370616
5.5,48.0,3.0,,,0,0,10.7705525,106.59952282588061
26.0,162.0,4.0,,,0,0,10.7705525,106.59952282588061
2.0,48.0,2.0,2.0,2.0,0,1,10.75575695,106.66747459440559
7.7,46.0,,4.0,4.0,0,0,10.8010732,106.6798916250364
7.9,66.0,,4.0,5.0,1,0,10.7705525,106.59952282588061
10.5,83.0,,3.0,3.0,0,1,10.8121855,106.70404172557386
5.8,63.0,3.0,4.0,,0,1,10.8298295,106.7617899
7.18,46.0,5.0,4.0,4.0,0,1,10.8352833,106.67406562042235
4.5,73.0,2.0,4.0,2.0,0,1,10.8298295,106.7617899
4.65,80.0,,,,0,0,10.7705525,106.59952282588061
26.0,196.0,6.0,,,1,0,10.7705525,106.59952282588061
7.2,6.0,5.0,5.0,5.0,0,0,10.8010732,106.6798916250364
6.4,64.0,2.0,6.0,3.0,0,1,10.8030656,106.65227606400094
8.8,63.0,5.0,4.0,3.0,0,0,10.7659529,106.6475594370616
2.65,60.0,3.0,4.0,3.0,0,1,10.7705525,106.59952282588061
12.0,80.0,3.0,4.0,,1,1,10.7705525,106.59952282588061
10.8,40.0,4.0,4.0,,1,1,10.737754800000001,106.72971280655217
7.5,55.0,6.0,13.0,5.0,1,0,10.8121855,106.70404172557386
9.0,67.0,,,,0,0,10.8352833,106.67406562042235
18.0,87.0,4.0,5.0,,1,1,10.8298295,106.7617899
26.5,198.0,3.0,,,1,0,10.8030656,106.65227606400094
5.8,61.0,4.0,,,1,1,10.8030656,106.65227606400094
5.4,56.0,2.0,3.0,2.0,1,1,10.8352833,106.67406562042235
8.95,78.0,5.0,5.0,,0,0,10.8030656,106.65227606400094
2.4,53.0,2.0,3.0,2.0,0,1,10.7763897,106.7011391
5.5,8.0,2.0,2.0,2.0,0,1,10.75575695,106.66747459440559
2.38,48.0,2.0,,3.0,1,1,10.7705525,106.59952282588061
15.9,100.0,5.0,5.0,6.0,1,0,10.8030656,106.65227606400094
6.7,60.0,3.0,3.0,3.0,0,0,10.79159445,106.62785362180159
13.9,120.0,5.0,7.0,7.0,1,0,10.7763897,106.7011391
3.8,36.0,2.0,2.0,2.0,1,1,10.8352833,106.67406562042235
11.2,65.0,3.0,3.0,3.0,0,1,10.8121855,106.70404172557386
5.1,50.0,3.0,5.0,5.0,0,1,10.861410750000001,106.66420925636413
3.5,78.0,2.0,2.0,2.0,1,1,10.7726536,106.66821544343898
3.8,33.0,,2.0,2.0,0,0,10.8121855,106.70404172557386
6.8,38.0,4.0,3.0,4.0,0,1,10.8352833,106.67406562042235
7.0,150.0,6.0,16.0,8.0,0,1,10.8010732,106.6798916250364
12.5,86.0,5.0,6.0,6.0,1,1,10.8298295,106.7617899
0.399,40.0,,2.0,2.0,1,0,10.7763897,106.7011391
12.5,60.0,6.0,4.0,5.0,0,1,10.7726536,106.66821544343898
6.8,68.0,3.0,4.0,,0,0,10.7705525,106.59952282588061
5.2,120.0,2.0,4.0,3.0,0,1,10.8298295,106.7617899
6.4,45.0,4.0,3.0,4.0,0,0,10.79159445,106.62785362180159
2.2,48.0,2.0,2.0,2.0,0,1,10.737754800000001,106.72971280655217
5.0,46.0,6.0,3.0,3.0,0,0,10.8352833,106.67406562042235
4.1,7.0,3.0,,,1,0,10.7607295,106.70710890359896
16.9,131.0,3.0,3.0,4.0,1,1,10.8311346,106.7715507
5.4,56.0,3.0,3.0,4.0,0,0,10.79159445,106.62785362180159
9.8,71.0,3.0,4.0,5.0,1,0,10.737754800000001,106.72971280655217
5.0,92.0,,,,1,0,10.861410750000001,106.66420925636413
5.48,55.0,3.0,3.0,4.0,0,1,10.8352833,106.67406562042235
10.0,126.0,,,,1,1,10.7500035,106.51488582967849
6.2,72.0,3.0,3.0,3.0,0,1,10.79159445,106.62785362180159
22.5,88.0,6.0,4.0,6.0,1,1,10.8311346,106.7715507
5.3,56.0,3.0,4.0,,0,0,10.7705525,106.59952282588061
10.0,40.0,2.0,2.0,3.0,1,1,10.7607295,106.70710890359896
0.35,43.0,1.0,2.0,2.0,1,1,10.7763897,106.7011391
7.5,50.0,3.0,4.0,3.0,1,0,10.737754800000001,106.72971280655217
5.5,50.0,3.0,,,1,1,10.7705525,106.59952282588061
13.5,106.0,3.0,4.0,5.0,1,1,10.737754800000001,106.72971280655217
4.0,54.0,2.0,6.0,3.0,0,0,10.8352833,106.67406562042235
6.9,67.0,3.0,3.0,3.0,0,1,10.8121855,106.70404172557386
26.0,252.0,5.0,,,1,0,10.7705525,106.59952282588061
6.5,101.0,,3.0,2.0,0,1,10.7763897,106.7011391
2.4,52.0,2.0,3.0,2.0,0,1,10.8298295,106.7617899
6.6,65.0,,5.0,5.0,1,1,10.8121855,106.70404172557386
3.7,40.0,2.0,3.0,3.0,1,1,10.8352833,106.67406562042235
3.7,68.0,,2.0,2.0,1,1,10.861410750000001,106.66420925636413
5.5,31.0,6.0,,,0,0,10.8030656,106.65227606400094
9.8,75.0,4.0,5.0,5.0,0,0,10.8121855,106.70404172557386
7.8,56.0,1.0,,,1,1,10.8298295,106.7617899
18.5,136.0,3.0,4.0,4.0,1,1,10.8311346,106.7715507
4.35,48.0,3.0,4.0,2.0,0,0,10.8352833,106.67406562042235
3.1,40.0,3.0,2.0,2.0,0,1,10.8298295,106.7617899
5.5,140.0,,2.0,2.0,0,1,10.861410750000001,106.66420925636413
8.4,200.0,5.0,,3.0,0,1,10.8030656,106.65227606400094
7.3,54.0,5.0,4.0,3.0,0,1,10.8352833,106.67406562042235
6.5,78.0,,3.0,3.0,0,1,10.8030656,106.65227606400094
63.0,128.0,,,,1,0,10.7763897,106.7011391
13.3,144.0,,,,0,1,10.8121855,106.70404172557386
4.75,34.0,2.0,3.0,3.0,0,0,10.8121855,106.70404172557386
4.5,100.0,2.0,2.0,,0,1,10.7705525,106.59952282588061
4.8,60.0,3.0,3.0,4.0,1,1,10.7705525,106.59952282588061
18.0,120.0,3.0,5.0,5.0,1,0,10.7733621,106.7597722
1.65,35.0,,2.0,2.0,0,1,10.79159445,106.62785362180159
12.0,90.0,4.0,,,1,0,10.7705525,106.59952282588061
6.4,120.0,,7.0,,1,1,10.7763897,106.7011391
6.1,45.0,6.0,5.0,,0,1,10.79159445,106.62785362180159
5.7,48.0,4.0,4.0,3.0,0,0,10.8352833,106.67406562042235
11.6,76.0,4.0,5.0,5.0,1,0,10.8121855,106.70404172557386
5.2,61.0,3.0,3.0,4.0,0,1,10.79159445,106.62785362180159
4.0,78.0,,,,0,1,10.8298295,106.7617899
55.0,175.0,,2.0,1.0,0,0,10.8121855,106.70404172557386
4.0,1.0,1.0,1.0,1.0,0,0,10.7705525,106.59952282588061
11.5,153.0,3.0,4.0,4.0,1,1,10.8298295,106.7617899
4.6,30.0,2.0,2.0,2.0,1,1,10.7726536,106.66821544343898
5.7,57.0,4.0,4.0,4.0,0,0,10.7500035,106.51488582967849
5.3,43.0,3.0,3.0,4.0,0,0,10.79159445,106.62785362180159
14.0,56.0,6.0,5.0,4.0,1,0,10.7659529,106.6475594370616
4.1,30.0,3.0,2.0,2.0,1,0,10.8352833,106.67406562042235
5.99,57.0,5.0,5.0,5.0,0,1,10.7705525,106.59952282588061
3.8,52.0,2.0,2.0,3.0,0,1,10.8352833,106.67406562042235
8.4,60.0,3.0,4.0,4.0,0,0,10.8010732,106.6798916250364
2.55,60.0,3.0,4.0,3.0,0,1,10.7705525,106.59952282588061
11.9,60.0,3.0,,,0,1,10.8010732,106.6798916250364
24.0,130.0,5.0,6.0,8.0,1,1,10.79159445,106.62785362180159
10.0,52.0,6.0,8.0,8.0,1,0,10.8121855,106.70404172557386
12.5,70.0,5.0,4.0,5.0,1,1,10.8030656,106.65227606400094
3.65,58.0,4.0,5.0,3.0,1,0,10.8298295,106.7617899
12.0,65.0,,6.0,7.0,1,0,10.737754800000001,106.72971280655217
4.9,54.0,3.0,3.0,3.0,1,1,10.8121855,106.70404172557386
268.0,36.0,3.0,4.0,3.0,1,1,10.7763897,106.7011391
3.17,30.0,3.0,2.0,3.0,0,1,10.8010732,106.6798916250364
3.6,30.0,,,,1,1,10.7726536,106.66821544343898
8.2,80.0,6.0,4.0,4.0,1,0,10.7607295,106.70710890359896
5.0,71.0,,,,0,1,10.7705525,106.59952282588061
15.49,65.0,3.0,5.0,3.0,1,1,10.7220335,106.62949387003158
10.0,65.0,5.0,,,0,1,10.778752650000001,106.6870307478091
5.1,43.0,5.0,3.0,4.0,0,1,10.8030656,106.65227606400094
5.8,49.0,2.0,3.0,3.0,0,0,10.8030656,106.65227606400094
14.5,72.0,3.0,5.0,5.0,0,1,10.8010732,106.6798916250364
5.77,90.0,4.0,,,1,1,10.7705525,106.59952282588061
2.5,17.0,2.0,,,0,0,10.8030656,106.65227606400094
2.7,60.0,3.0,2.0,2.0,0,1,10.7733621,106.7597722
26.5,200.0,4.0,,,1,0,10.7705525,106.59952282588061
6.7,60.0,5.0,4.0,,1,1,10.7763897,106.7011391
4.8,35.0,4.0,3.0,3.0,0,0,10.8352833,106.67406562042235
6.8,80.0,1.0,,,0,0,10.7705525,106.59952282588061
4.5,39.0,2.0,2.0,2.0,0,1,10.778752650000001,106.6870307478091
10.6,21.0,5.0,3.0,,1,1,10.75575695,106.66747459440559
4.8,42.0,2.0,2.0,2.0,0,1,10.8121855,106.70404172557386
5.0,63.0,3.0,3.0,,0,1,10.79159445,106.62785362180159
5.3,,4.0,,4.0,1,1,10.8121855,106.70404172557386
5.5,50.0,3.0,4.0,,0,0,10.7705525,106.59952282588061
4.85,8.0,3.0,4.0,5.0,1,1,10.861410750000001,106.66420925636413
6.8,78.0,2.0,2.0,,0,1,10.8298295,106.7617899
4.25,60.0,2.0,2.0,2.0,1,1,10.7500035,106.51488582967849
4.8,99.0,1.0,,1.0,1,1,10.8298295,106.7617899
1.8,8.0,2.0,2.0,2.0,0,1,10.737754800000001,106.72971280655217
5.5,41.0,5.0,5.0,,0,1,10.7726536,106.66821544343898
16.0,100.0,4.0,4.0,3.0,1,1,10.7705525,106.59952282588061
8.9,72.0,6.0,6.0,7.0,0,0,10.8352833,106.67406562042235
7.5,51.0,3.0,4.0,4.0,0,1,10.8030656,106.65227606400094
19.0,136.0,3.0,3.0,4.0,1,1,10.8311346,106.7715507
4.9,40.0,3.0,4.0,,0,0,10.7763897,106.7011391
4.1,54.0,2.0,3.0,2.0,0,0,10.7705525,106.59952282588061
4.98,41.0,3.0,2.0,2.0,1,1,10.8352833,106.67406562042235
6.6,81.0,2.0,3.0,,0,0,10.745868250000001,106.63910717557408
15.2,90.0,5.0,4.0,4.0,1,1,10.737754800000001,106.72971280655217
6.7,67.0,,4.0,5.0,1,0,10.7705525,106.59952282588061
24.0,100.0,6.0,,,1,1,10.8030656,106.65227606400094
7.0,348.0,4.0,5.0,6.0,1,1,10.7705525,106.59952282588061
5.2,119.0,1.0,4.0,3.0,1,1,10.8298295,106.7617899
6.9,58.0,5.0,4.0,3.0,0,1,10.8352833,106.67406562042235
17.6,85.0,5.0,4.0,4.0,1,0,10.8311346,106.7715507
7.5,42.0,2.0,5.0,,0,1,10.778752650000001,106.6870307478091
10.0,40.0,2.0,4.0,4.0,0,0,10.8121855,106.70404172557386
6.8,87.0,2.0,3.0,2.0,1,1,10.7763897,106.7011391
10.0,105.0,6.0,18.0,18.0,0,0,10.737754800000001,106.72971280655217
2.75,63.0,2.0,2.0,2.0,0,0,10.7705525,106.59952282588061
4.1,51.0,2.0,3.0,3.0,0,1,10.8121855,106.70404172557386
9.25,48.0,5.0,5.0,5.0,1,1,10.8010732,106.6798916250364
7.95,80.0,4.0,5.0,,0,1,10.8121855,106.70404172557386
23.0,144.0,1.0,2.0,2.0,1,1,10.737754800000001,106.72971280655217
7.0,109.0,1.0,4.0,,0,1,10.8298295,106.7617899
10.5,124.0,,2.0,2.0,1,1,10.7763897,106.7011391
5.5,44.0,3.0,3.0,4.0,0,0,10.8010732,106.6798916250364
15.5,33.0,5.0,3.0,3.0,1,1,10.7763897,106.7011391
5.0,50.0,,2.0,3.0,0,0,10.778752650000001,106.6870307478091
18.0,80.0,5.0,6.0,6.0,1,0,10.7733621,106.7597722
1.75,50.0,2.0,2.0,2.0,0,1,10.8352833,106.67406562042235
3.3,55.0,,,,1,1,10.8298295,106.7617899
6.8,42.0,2.0,2.0,2.0,0,1,10.778752650000001,106.6870307478091
9.4,100.0,3.0,4.0,4.0,1,1,10.8010732,106.6798916250364
20.0,9.0,5.0,10.0,11.0,0,0,10.778752650000001,106.6870307478091
5.0,34.0,4.0,3.0,,0,1,10.8121855,106.70404172557386
6.5,60.0,6.0,4.0,3.0,1,1,10.8030656,106.65227606400094
4.2,98.0,1.0,,,1,1,10.8298295,106.7617899
7.5,64.0,,4.0,,0,0,10.8030656,106.65227606400094
4.1,25.0,3.0,2.0,3.0,0,0,10.8121855,106.70404172557386
15.0,230.0,3.0,4.0,6.0,1,1,10.8298295,106.7617899
4.5,60.0,3.0,3.0,2.0,0,0,10.7705525,106.59952282588061
5.8,33.0,5.0,5.0,4.0,0,1,10.7726536,106.66821544343898
5.0,123.0,2.0,3.0,2.0,1,1,10.8298295,106.7617899
115.0,280.0,8.0,10.0,10.0,1,1,10.778752650000001,106.6870307478091
16.0,100.0,4.0,5.0,5.0,0,1,10.7726536,106.66821544343898
3.85,100.0,3.0,,3.0,0,1,10.8010732,106.6798916250364
10.0,65.0,6.0,,4.0,0,1,10.778752650000001,106.6870307478091
6.6,54.0,4.0,4.0,5.0,0,0,10.79159445,106.62785362180159
6.8,88.0,3.0,4.0,4.0,0,0,10.7705525,106.59952282588061
12.0,65.0,5.0,4.0,5.0,1,0,10.737754800000001,106.72971280655217
8.9,50.0,6.0,3.0,4.0,0,1,10.8352833,106.67406562042235
5.7,50.0,3.0,4.0,,0,0,10.7705525,106.59952282588061
8.3,50.0,5.0,5.0,,0,0,10.7659529,106.6475594370616
1.7,5.0,,2.0,2.0,0,1,10.7220335,106.62949387003158
4.0,30.0,,,,0,0,10.8030656,106.65227606400094
8.9,40.0,4.0,,,1,1,10.7763897,106.7011391
16.3,84.0,4.0,10.0,10.0,0,1,10.8010732,106.6798916250364
9.4,68.0,4.0,4.0,4.0,0,1,10.8352833,106.67406562042235
8.9,63.0,4.0,4.0,4.0,1,1,10.8352833,106.67406562042235
5.0,,4.0,3.0,,1,1,10.7763897,106.7011391
6.05,48.0,4.0,4.0,3.0,0,0,10.8352833,106.67406562042235
5.3,24.0,3.0,2.0,3.0,1,1,10.7607295,106.70710890359896
5.8,32.0,4.0,3.0,3.0,0,0,10.8121855,106.70404172557386
4.7,60.0,4.0,3.0,3.0,1,1,10.8311346,106.7715507
8.0,64.0,3.0,4.0,5.0,0,1,10.7220335,106.62949387003158
5.4,5.0,5.0,,,1,1,10.778752650000001,106.6870307478091
6.2,47.0,2.0,2.0,3.0,1,1,10.79159445,106.62785362180159
2.1,46.0,2.0,2.0,,0,0,10.7705525,106.59952282588061
4.8,36.0,3.0,3.0,4.0,0,0,10.8010732,106.6798916250364
1.9,40.0,2.0,2.0,2.0,0,1,10.737754800000001,106.72971280655217
1.35,15.0,,2.0,2.0,0,0,10.8010732,106.6798916250364
12.5,70.0,5.0,4.0,4.0,0,1,10.7726536,106.66821544343898
6.95,56.0,3.0,2.0,2.0,0,1,10.8121855,106.70404172557386
6.5,72.0,2.0,3.0,,0,1,10.79159445,106.62785362180159
7.9,75.0,3.0,3.0,2.0,1,1,10.8010732,106.6798916250364
12.4,140.0,,,,0,1,10.8121855,106.70404172557386
35.0,384.0,5.0,,,1,0,10.745868250000001,106.63910717557408
4.6,32.0,4.0,2.0,2.0,1,1,10.8352833,106.67406562042235
4.2,104.0,,6.0,2.0,1,1,10.8298295,106.7617899
6.6,72.0,,4.0,3.0,0,1,10.7705525,106.59952282588061
6.5,,1.0,,,1,0,10.7763897,106.7011391
5.2,75.0,2.0,,2.0,0,1,10.8121855,106.70404172557386
6.0,60.0,5.0,3.0,4.0,1,1,10.8352833,106.67406562042235
2.5,21.0,4.0,2.0,2.0,0,1,10.8352833,106.67406562042235
1.85,45.0,,2.0,2.0,0,1,10.7220335,106.62949387003158
4.1,33.0,,2.0,2.0,0,0,10.8030656,106.65227606400094
5.95,52.0,5.0,3.0,4.0,1,1,10.8030656,106.65227606400094
6.2,46.0,5.0,3.0,3.0,1,1,10.8030656,106.65227606400094
13.5,64.0,5.0,5.0,5.0,1,1,10.8010732,106.6798916250364
6.6,64.0,3.0,4.0,5.0,0,0,10.7705525,106.59952282588061
0.76,40.0,,1.0,1.0,1,0,10.7500035,106.51488582967849
45.0,903.0,3.0,4.0,,1,1,10.8298295,106.7617899
13.6,100.0,5.0,5.0,7.0,0,0,10.8352833,106.67406562042235
6.4,75.0,2.0,4.0,3.0,0,0,10.737754800000001,106.72971280655217
5.0,60.0,2.0,2.0,2.0,0,1,10.8030656,106.65227606400094
4.51,82.0,4.0,3.0,3.0,1,1,10.7726536,106.66821544343898
12.8,72.0,6.0,7.0,7.0,1,0,10.8121855,106.70404172557386
3.35,47.0,2.0,2.0,2.0,0,1,10.7705525,106.59952282588061
5.0,,3.0,3.0,,1,1,10.7763897,106.7011391
8.7,70.0,3.0,,,1,1,10.778752650000001,106.6870307478091
5.85,48.0,4.0,4.0,5.0,0,1,10.8352833,106.67406562042235
32.0,92.0,5.0,,,1,1,10.77526035,106.69957286491969
6.0,60.0,5.0,4.0,5.0,0,1,10.8352833,106.67406562042235
4.3,38.0,6.0,3.0,4.0,0,1,10.79159445,106.62785362180159
6.5,90.0,3.0,2.0,2.0,0,1,10.8030656,106.65227606400094
12.5,220.0,,,,0,1,10.8352833,106.67406562042235
5.1,38.0,6.0,10.0,,1,1,10.8030656,106.65227606400094
4.5,20.0,4.0,3.0,,1,1,10.75575695,106.66747459440559
6.5,4.0,3.0,,,0,1,10.8298295,106.7617899
3.6,28.0,6.0,2.0,,0,0,10.7763897,106.7011391
7.3,125.0,4.0,,,0,1,10.8298295,106.7617899
29.0,100.0,6.0,6.0,6.0,1,1,10.8298295,106.7617899
7.0,70.0,3.0,8.0,8.0,0,1,10.7726536,106.66821544343898
10.2,46.0,4.0,3.0,3.0,0,1,10.7726536,106.66821544343898
3.77,45.0,2.0,2.0,2.0,0,0,10.7763897,106.7011391
6.5,64.0,,3.0,3.0,1,0,10.7705525,106.59952282588061
8.7,112.0,4.0,5.0,,0,1,10.8121855,106.70404172557386
3.9,52.0,2.0,2.0,2.0,0,0,10.7705525,106.59952282588061
5.6,56.0,3.0,4.0,,0,0,10.7705525,106.59952282588061
3.35,45.0,3.0,2.0,2.0,1,1,10.861410750000001,106.66420925636413
5.0,62.0,2.0,2.0,2.0,0,1,10.778752650000001,106.6870307478091
10.1,110.0,7.0,3.0,,0,1,10.8121855,106.70404172557386
9.5,54.0,5.0,3.0,3.0,1,0,10.7220335,106.62949387003158
4.9,36.0,4.0,3.0,3.0,1,1,10.77526035,106.69957286491969
9.0,76.0,,,,1,0,10.8311346,106.7715507
2.4,32.0,3.0,2.0,1.0,0,1,10.7705525,106.59952282588061
5.9,32.0,3.0,3.0,4.0,0,1,10.8030656,106.65227606400094
1.7,5.0,2.0,2.0,2.0,0,1,10.737754800000001,106.72971280655217
3.35,40.0,4.0,6.0,3.0,0,1,10.861410750000001,106.66420925636413
4.6,120.0,3.0,3.0,3.0,0,1,10.7705525,106.59952282588061
11.2,128.0,4.0,6.0,3.0,0,1,10.8352833,106.67406562042235
6.6,63.0,,5.0,3.0,1,1,10.737754800000001,106.72971280655217
9.1,65.0,5.0,4.0,5.0,0,1,10.8030656,106.65227606400094
5.9,40.0,3.0,3.0,3.0,0,0,10.8010732,106.6798916250364
9.0,112.0,2.0,,,0,0,10.7705525,106.59952282588061
24.8,200.0,3.0,4.0,3.0,1,1,10.77526035,106.69957286491969
5.5,60.0,4.0,6.0,7.0,1,0,10.8298295,106.7617899
3.2,6.0,2.0,2.0,2.0,0,0,10.8010732,106.6798916250364
2.1,46.0,,2.0,2.0,0,1,10.737754800000001,106.72971280655217
5.8,85.0,2.0,2.0,,1,1,10.7705525,106.59952282588061
53.0,85.0,3.0,7.0,7.0,1,0,10.737754800000001,106.72971280655217
3.8,30.0,,4.0,3.0,0,0,10.8121855,106.70404172557386
5.0,56.0,2.0,,,0,0,10.7705525,106.59952282588061
7.5,63.0,4.0,4.0,5.0,0,1,10.79159445,106.62785362180159
46.8,195.0,1.0,2.0,2.0,1,1,10.737754800000001,106.72971280655217
6.5,54.0,3.0,4.0,4.0,0,0,10.7705525,106.59952282588061
8.4,60.0,3.0,4.0,5.0,0,0,10.8010732,106.6798916250364
10.0,91.0,3.0,,,0,1,10.8030656,106.65227606400094
6.65,59.0,1.0,1.0,1.0,1,0,10.8030656,106.65227606400094
3.85,64.0,2.0,,,1,0,10.861410750000001,106.66420925636413
8.0,209.0,,,,1,1,10.8298295,106.7617899
11.38,97.0,3.0,5.0,,0,1,10.7726536,106.66821544343898
7.2,64.0,5.0,4.0,4.0,0,0,10.737754800000001,106.72971280655217
8.1,58.0,3.0,4.0,4.0,0,0,10.8010732,106.6798916250364
17.5,248.0,,8.0,8.0,1,0,10.7659529,106.6475594370616
6.6,60.0,3.0,,,0,0,10.7705525,106.59952282588061
6.4,191.0,2.0,,,0,0,10.7763897,106.7011391
5.1,43.0,3.0,3.0,4.0,0,0,10.79159445,106.62785362180159
6.7,75.0,3.0,5.0,4.0,0,1,10.79159445,106.62785362180159
7.5,49.0,2.0,2.0,2.0,0,1,10.7220335,106.62949387003158
5.85,70.0,3.0,,,0,0,10.7705525,106.59952282588061
7.7,195.0,5.0,5.0,6.0,0,1,10.8352833,106.67406562042235
7.5,50.0,5.0,4.0,3.0,1,0,10.737754800000001,106.72971280655217
17.4,196.0,7.0,,,0,1,10.8121855,106.70404172557386
7.8,60.0,3.0,4.0,5.0,0,1,10.7705525,106.59952282588061
1.6,48.0,2.0,2.0,2.0,0,0,10.8352833,106.67406562042235
12.3,88.0,2.0,3.0,4.0,0,1,10.79159445,106.62785362180159
1.6,30.0,2.0,2.0,2.0,0,1,10.7220335,106.62949387003158
7.9,56.0,3.0,2.0,2.0,0,1,10.8010732,106.6798916250364
3.4,20.0,2.0,2.0,,1,1,10.778752650000001,106.6870307478091
4.5,48.0,4.0,3.0,,0,1,10.7763897,106.7011391
0.82,60.0,4.0,4.0,4.0,0,1,10.7763897,106.7011391
291.5,55.0,3.0,3.0,4.0,0,0,10.737754800000001,106.72971280655217
98.0,798.0,,,,1,0,10.7705525,106.59952282588061
3.69,,2.0,,,1,1,10.7726536,106.66821544343898
4.7,50.0,3.0,2.0,,0,1,10.8298295,106.7617899
1.95,6.0,2.0,2.0,2.0,0,1,10.737754800000001,106.72971280655217
6.2,110.0,4.0,3.0,4.0,0,1,10.861410750000001,106.66420925636413
5.3,112.0,2.0,3.0,3.0,0,1,10.8298295,106.7617899
4.9,220.0,5.0,5.0,6.0,1,1,10.7763897,106.7011391
4.95,67.0,1.0,,,1,1,10.8352833,106.67406562042235
10.45,120.0,5.0,7.0,,0,1,10.8121855,106.70404172557386
7.95,50.0,6.0,4.0,6.0,0,1,10.8352833,106.67406562042235
13.0,100.0,6.0,5.0,6.0,1,0,10.8352833,106.67406562042235
8.7,151.0,4.0,4.0,4.0,1,1,10.7500035,106.51488582967849
6.5,55.0,4.0,3.0,,0,1,10.8010732,106.6798916250364
2.68,26.0,3.0,2.0,2.0,0,1,10.7220335,106.62949387003158
4.6,42.0,,2.0,2.0,0,1,10.8121855,106.70404172557386
9.7,120.0,3.0,6.0,7.0,0,0,10.737754800000001,106.72971280655217
6.3,58.0,3.0,4.0,,0,0,10.7705525,106.59952282588061
14.6,85.0,6.0,4.0,5.0,1,0,10.737754800000001,106.72971280655217
6.0,,3.0,,,1,1,10.7763897,106.7011391
67.0,30.0,5.0,3.0,3.0,1,0,10.7726536,106.66821544343898
5.3,56.0,2.0,2.0,2.0,1,1,10.79159445,106.62785362180159
14.0,64.0,2.0,2.0,3.0,1,0,10.7607295,106.70710890359896
4.8,100.0,3.0,8.0,3.0,0,1,10.7705525,106.59952282588061
8.0,80.0,4.0,8.0,10.0,0,1,10.737754800000001,106.72971280655217
4.0,35.0,2.0,2.0,,0,0,10.7726536,106.66821544343898
6.3,55.0,3.0,2.0,2.0,0,1,10.737754800000001,106.72971280655217
14.5,72.0,,3.0,3.0,1,1,10.8010732,106.6798916250364
