Price,Area,Floor,Bedroom,Restroom,Address,Roadfrontage,Legal
7.9,42.0,,,,"Tây Hồ, Hà Nội",False,Good
12.8,50.0,5.0,,,"Đống Đa, Hà Nội",True,Good
12.0,73.0,,,8.0,"Nam Từ Liêm, Hà Nội",True,Good
2.8,37.0,5.0,4.0,3.0,"Hà Đông, Hà Nội",False,Good
3.0,67.0,,3.0,4.0,"Hoài Đức, Hà Nội",False,Good
4.3,31.0,5.0,1.0,1.0,"Hà Đông, Hà Nội",False,Good
30.0,65.0,8.0,,,"Cầu Giấy, Hà Nội",True,Good
2.73,30.0,6.0,,,"Hoàng Mai, Hà Nội",False,Good
4.5,38.0,,3.0,4.0,"Tây Hồ, Hà Nội",False,Good
5.75,36.0,7.0,4.0,,"Cầu Giấy, Hà Nội",False,Good
9.6,40.0,6.0,4.0,4.0,"Đống Đa, Hà Nội",False,Good
4.2,72.0,,6.0,,"Tây Hồ, Hà Nội",False,Good
42.0,118.0,9.0,,,"Cầu Giấy, Hà Nội",True,Good
22.5,60.0,8.0,6.0,7.0,"Hoàn Kiếm, Hà Nội",True,Good
4.26,43.0,6.0,4.0,4.0,"Hoàng Mai, Hà Nội",False,Good
10.7,34.0,,,,"Cầu Giấy, Hà Nội",True,Good
4.8,40.0,,4.0,3.0,"Cầu Giấy, Hà Nội",False,Good
3.2,30.0,5.0,,,"Hai Bà Trưng, Hà Nội",False,Good
4.5,60.0,5.0,,,"Thanh Xuân, Hà Nội",False,Good
15.0,79.0,,,,"Sóc Sơn, Hà Nội",True,Good
2.75,26.0,5.0,3.0,3.0,"Tây Hồ, Hà Nội",True,Good
5.5,33.0,6.0,3.0,4.0,Hà Nội,True,Good
4.4,42.0,5.0,4.0,3.0,"Long Biên, Hà Nội",False,Good
11.0,60.0,7.0,4.0,6.0,"Long Biên, Hà Nội",True,Good
3.4,35.0,5.0,4.0,3.0,"Bắc Từ Liêm, Hà Nội",False,Good
46.0,37.0,7.0,9.0,6.0,"Thường Tín, Hà Nội",False,Good
9600.0,52.0,6.0,3.0,3.0,"Long Biên, Hà Nội",True,Good
5.35,45.0,,,,"Nam Từ Liêm, Hà Nội",True,Good
24.0,51.0,,6.0,6.0,"Tây Hồ, Hà Nội",True,Good
11.3,72.0,,3.0,,"Long Biên, Hà Nội",True,Good
3.4,51.0,,,4.0,"Hoài Đức, Hà Nội",True,Good
3.2,34.0,6.0,3.0,,"Thanh Xuân, Hà Nội",False,Good
5.46,56.0,6.0,5.0,4.0,"Hoài Đức, Hà Nội",False,Good
9.0,80.0,7.0,10.0,10.0,"Ba Đình, Hà Nội",True,Good
5.25,40.0,,4.0,4.0,"Cầu Giấy, Hà Nội",True,Good
3.4,36.0,,,,"Hoài Đức, Hà Nội",False,
3.0,42.0,6.0,4.0,4.0,"Tây Hồ, Hà Nội",False,Good
5.2,45.0,,3.0,,"Cầu Giấy, Hà Nội",False,Good
5.3,36.0,6.0,4.0,4.0,Hà Nội,False,Good
46.0,37.0,7.0,9.0,6.0,"Thường Tín, Hà Nội",False,Good
63.0,233.0,3.0,,,"Phú Xuyên, Hà Nội",True,Good
5.5,33.0,6.0,3.0,4.0,Hà Nội,True,Good
5.8,62.0,9.0,,,"Long Biên, Hà Nội",False,Good
1.35,15.0,4.0,2.0,,"Hà Đông, Hà Nội",True,Good
5.36,58.0,6.0,5.0,4.0,"Hoàng Mai, Hà Nội",False,Good
3.75,25.0,5.0,,,"Sóc Sơn, Hà Nội",True,Good
4.1,34.0,,3.0,4.0,"Cầu Giấy, Hà Nội",False,Good
7.6,50.0,,,,"Thanh Trì, Hà Nội",True,Good
5.4,50.0,7.0,,,"Long Biên, Hà Nội",False,Good
9.0,90.0,,,,"Tây Hồ, Hà Nội",False,
9.9,97.0,,,,"Tây Hồ, Hà Nội",False,Good
4.28,32.0,,,,"Thường Tín, Hà Nội",False,Good
9.9,48.0,5.0,4.0,3.0,"Đống Đa, Hà Nội",True,Good
13.0,80.0,6.0,,,"Long Biên, Hà Nội",False,Good
45.0,115.0,8.0,,,"Cầu Giấy, Hà Nội",True,Good
4.4,36.0,,3.0,4.0,Hà Nội,False,Good
2.6,30.0,6.0,,,"Long Biên, Hà Nội",False,Good
3.4,40.0,6.0,,,"Hoàng Mai, Hà Nội",True,
3.65,45.0,6.0,6.0,3.0,"Thanh Trì, Hà Nội",False,Good
11.5,80.0,6.0,4.0,5.0,"Long Biên, Hà Nội",True,
5.3,40.0,6.0,5.0,1.0,"Sóc Sơn, Hà Nội",True,Good
3.99,35.0,,4.0,3.0,"Cầu Giấy, Hà Nội",False,Good
3.3,30.0,5.0,,,"Hà Đông, Hà Nội",True,Good
6.3,35.0,7.0,3.0,4.0,"Ba Đình, Hà Nội",False,Good
5.0,80.0,6.0,9.0,,"Nam Từ Liêm, Hà Nội",True,Good
6.7,48.0,6.0,4.0,3.0,"Mê Linh, Hà Nội",True,Good
5.3,36.0,6.0,4.0,4.0,Hà Nội,False,Good
4.0,33.0,4.0,,2.0,"Đống Đa, Hà Nội",False,
3.0,30.0,6.0,2.0,,"Tây Hồ, Hà Nội",False,Good
6.8,50.0,5.0,2.0,,"Thanh Xuân, Hà Nội",False,Good
13.5,55.0,8.0,7.0,6.0,"Sóc Sơn, Hà Nội",True,Good
5.46,56.0,6.0,5.0,4.0,"Hoài Đức, Hà Nội",False,Good
14.5,48.0,3.0,2.0,,"Hai Bà Trưng, Hà Nội",True,Good
51.0,165.0,10.0,,,Hà Nội,True,Good
24.0,51.0,,,6.0,"Tây Hồ, Hà Nội",True,Good
4.7,45.0,6.0,4.0,4.0,"Sóc Sơn, Hà Nội",True,Good
6.6,35.0,6.0,,,"Đống Đa, Hà Nội",False,Good
4.6,35.0,6.0,4.0,4.0,"Sóc Sơn, Hà Nội",True,Good
6.3,45.0,5.0,4.0,,"Sóc Sơn, Hà Nội",False,Good
15.6,91.0,5.0,4.0,,"Thường Tín, Hà Nội",True,Good
1.0,45.0,,2.0,2.0,"Hà Đông, Hà Nội",False,
165.0,210.0,11.0,,,"Nam Từ Liêm, Hà Nội",True,Good
11.95,68.0,,4.0,3.0,"Hoàng Mai, Hà Nội",True,Good
5.2,48.0,6.0,5.0,,"Thanh Xuân, Hà Nội",False,Good
5.6,42.0,6.0,4.0,,"Sóc Sơn, Hà Nội",True,Good
3.95,42.0,1.0,1.0,,"Thanh Trì, Hà Nội",False,
7.2,50.0,,,,"Đống Đa, Hà Nội",False,Good
6.3,50.0,5.0,4.0,,"Hoàng Mai, Hà Nội",False,Good
6.9,40.0,5.0,,,"Hà Đông, Hà Nội",True,Good
3.9,33.0,,,3.0,"Bắc Từ Liêm, Hà Nội",False,Good
4.65,60.0,,,,"Thanh Trì, Hà Nội",False,
3.73,36.0,,,,"Hà Đông, Hà Nội",False,
3.0,30.0,6.0,6.0,4.0,"Hà Đông, Hà Nội",False,Good
11.5,70.0,6.0,4.0,5.0,"Long Biên, Hà Nội",False,Good
3.8,35.0,,4.0,3.0,"Cầu Giấy, Hà Nội",False,Good
4.5,44.0,6.0,4.0,4.0,"Thanh Xuân, Hà Nội",True,Good
5.5,35.0,8.0,5.0,5.0,"Ba Đình, Hà Nội",False,Good
7.1,44.0,5.0,4.0,3.0,"Tây Hồ, Hà Nội",False,Good
4.4,48.0,5.0,5.0,,"Hai Bà Trưng, Hà Nội",True,Good
4.8,34.0,,,,"Cầu Giấy, Hà Nội",True,
2.1,34.0,5.0,,,"Hà Đông, Hà Nội",True,Good
18.5,135.0,5.0,4.0,,"Sóc Sơn, Hà Nội",False,Good
2.85,50.0,3.0,6.0,2.0,"Cầu Giấy, Hà Nội",False,Good
16.0,58.0,,,,"Tây Hồ, Hà Nội",True,Good
0.065,700.0,8.0,,,"Sóc Sơn, Hà Nội",True,
39.0,100.0,9.0,,,Hà Nội,True,Good
4.7,36.0,,3.0,4.0,"Hai Bà Trưng, Hà Nội",False,Good
5.85,52.0,,3.0,4.0,"Cầu Giấy, Hà Nội",False,Good
5.63,75.0,,7.0,7.0,"Gia Lâm, Hà Nội",True,Good
4.85,40.0,6.0,4.0,4.0,"Hoài Đức, Hà Nội",True,Good
9.05,55.0,,6.0,,Hà Nội,True,Good
5.6,42.0,6.0,4.0,,"Sóc Sơn, Hà Nội",True,Good
3.73,36.0,,,,"Hà Đông, Hà Nội",False,
17.5,59.0,6.0,7.0,,"Đống Đa, Hà Nội",True,Good
14.0,60.0,,,,"Cầu Giấy, Hà Nội",True,Good
2.0,35.0,5.0,,,"Hà Đông, Hà Nội",True,Good
5.0,66.0,6.0,6.0,6.0,"Ba Đình, Hà Nội",False,Good
3.0,30.0,5.0,4.0,4.0,"Tây Hồ, Hà Nội",False,Good
6.3,50.0,4.0,2.0,,"Long Biên, Hà Nội",True,Good
4.5,35.0,7.0,4.0,4.0,"Cầu Giấy, Hà Nội",False,Good
2.75,40.0,5.0,,,"Hà Đông, Hà Nội",True,Good
6.89,130.0,,10.0,10.0,"Hà Đông, Hà Nội",True,Good
3.88,43.0,6.0,6.0,4.0,"Hoàng Mai, Hà Nội",False,Good
13.0,56.0,,,,"Tây Hồ, Hà Nội",False,Good
58.0,100.0,9.0,,,Hà Nội,True,Good
2.1,,7.0,4.0,,"Hà Đông, Hà Nội",True,Good
7.4,116.0,5.0,3.0,,"Hoàng Mai, Hà Nội",True,Good
6.5,55.0,,5.0,4.0,"Đống Đa, Hà Nội",False,Good
6.5,50.0,7.0,,,"Hà Đông, Hà Nội",True,Good
3.05,46.0,,4.0,3.0,"Phúc Thọ, Hà Nội",False,Good
5.0,52.0,6.0,,6.0,"Tây Hồ, Hà Nội",True,Good
5.0,60.0,7.0,,,"Ba Đình, Hà Nội",True,Good
2.95,50.0,,,,"Nam Từ Liêm, Hà Nội",False,Good
4.5,50.0,4.0,,,"Hoàng Mai, Hà Nội",False,Good
7.3,101.0,1.0,,,"Hoàng Mai, Hà Nội",True,Good
9.5,58.0,,3.0,4.0,"Long Biên, Hà Nội",True,Good
3.25,30.0,,3.0,4.0,"Đống Đa, Hà Nội",False,Good
4.7,41.0,6.0,4.0,4.0,"Hà Đông, Hà Nội",False,Good
5.7,48.0,,,,"Long Biên, Hà Nội",True,Good
7.15,64.0,5.0,4.0,3.0,"Sóc Sơn, Hà Nội",True,Good
3.2,40.0,5.0,,,"Hoàng Mai, Hà Nội",False,Good
10.0,61.0,7.0,,7.0,"Sóc Sơn, Hà Nội",False,Good
5.0,66.0,6.0,,6.0,"Ba Đình, Hà Nội",False,Good
3.05,,,3.0,3.0,"Thanh Trì, Hà Nội",True,Good
23.0,95.0,,,,"Long Biên, Hà Nội",True,Good
5.2,40.0,6.0,4.0,4.0,"Hà Đông, Hà Nội",False,Good
12.5,46.0,,4.0,,"Hà Đông, Hà Nội",True,
7.0,85.0,8.0,8.0,8.0,"Hai Bà Trưng, Hà Nội",True,Good
2250.0,33.0,,,,"Hai Bà Trưng, Hà Nội",True,Good
6.6,50.0,,4.0,4.0,"Long Biên, Hà Nội",False,Good
7.0,90.0,5.0,,,"Hoàng Mai, Hà Nội",True,Good
5.6,72.0,5.0,,,"Thanh Trì, Hà Nội",True,Good
11.2,50.0,,,,"Cầu Giấy, Hà Nội",False,Good
1.0,70.0,6.0,,,"Cầu Giấy, Hà Nội",True,Good
5.45,57.0,,5.0,4.0,"Hoàng Mai, Hà Nội",False,Good
9.0,57.0,1.0,,,"Đống Đa, Hà Nội",False,Good
7.5,50.0,6.0,5.0,4.0,"Phú Xuyên, Hà Nội",True,Good
2.64,48.0,,,,"Thanh Trì, Hà Nội",True,Good
6.2,48.0,5.0,4.0,4.0,"Thanh Xuân, Hà Nội",False,Good
10.8,56.0,6.0,4.0,,"Thường Tín, Hà Nội",False,Good
5.15,40.0,6.0,3.0,3.0,"Cầu Giấy, Hà Nội",False,Good
4.69,36.0,6.0,3.0,4.0,"Hai Bà Trưng, Hà Nội",False,Good
20.0,125.0,,1.0,,"Long Biên, Hà Nội",True,Good
8.5,48.0,,,,"Cầu Giấy, Hà Nội",False,Good
12.4,42.0,7.0,11.0,5.0,"Đống Đa, Hà Nội",True,Good
5.6,36.0,6.0,3.0,4.0,"Đống Đa, Hà Nội",False,Good
3.9,35.0,6.0,3.0,4.0,"Cầu Giấy, Hà Nội",False,Good
4.38,35.0,,3.0,4.0,"Ba Đình, Hà Nội",False,Good
3.7,35.0,7.0,,,"Long Biên, Hà Nội",False,Good
8.0,108.0,5.0,,,"Hai Bà Trưng, Hà Nội",True,
0.13,45.0,8.0,4.0,4.0,"Long Biên, Hà Nội",True,Good
4.5,40.0,6.0,,,"Hai Bà Trưng, Hà Nội",False,Good
6.18,60.0,4.0,,,"Hai Bà Trưng, Hà Nội",False,Good
4.5,36.0,6.0,3.0,4.0,"Tây Hồ, Hà Nội",False,Good
5.2,45.0,6.0,3.0,4.0,"Tây Hồ, Hà Nội",False,Good
3.79,57.0,,,,"Đông Anh, Hà Nội",True,Good
0.00175,42.0,6.0,4.0,2.0,"Chương Mỹ, Hà Nội",True,
4.1,34.0,,3.0,4.0,"Cầu Giấy, Hà Nội",False,Good
2.6,30.0,,,,"Thạch Thất, Hà Nội",False,Good
3.7,38.0,6.0,4.0,,"Hai Bà Trưng, Hà Nội",False,
5.5,48.0,,3.0,,"Bắc Từ Liêm, Hà Nội",False,Good
4.5,38.0,7.0,,,"Hoàng Mai, Hà Nội",False,Good
3.5,45.0,5.0,4.0,4.0,"Thanh Xuân, Hà Nội",True,Good
4.89,42.0,,3.0,,"Đống Đa, Hà Nội",False,Good
4.65,38.0,,4.0,4.0,Hà Nội,False,Good
10.9,50.0,,4.0,2.0,"Đống Đa, Hà Nội",False,Good
3.7,46.0,,4.0,,"Long Biên, Hà Nội",False,Good
11.0,51.0,,4.0,5.0,"Ba Đình, Hà Nội",True,Good
18000.0,85.0,6.0,5.0,4.0,"Hoàng Mai, Hà Nội",True,Good
3.5,33.0,,3.0,4.0,"Cầu Giấy, Hà Nội",False,Good
3.88,35.0,5.0,4.0,3.0,"Cầu Giấy, Hà Nội",False,Good
5.45,57.0,,5.0,4.0,"Hoàng Mai, Hà Nội",False,Good
3.7,35.0,7.0,,,"Long Biên, Hà Nội",False,Good
4.2,60.0,,,,"Đông Anh, Hà Nội",True,Good
3.96,41.0,6.0,4.0,3.0,"Thanh Xuân, Hà Nội",False,Good
5.2,31.0,,3.0,2.0,"Sóc Sơn, Hà Nội",False,Good
3.99,30.0,6.0,3.0,4.0,"Cầu Giấy, Hà Nội",False,Good
4.98,40.0,6.0,3.0,,"Hai Bà Trưng, Hà Nội",False,Good
5.9,32.0,6.0,4.0,4.0,"Thanh Xuân, Hà Nội",True,Good
6105.0,66.0,1.0,,,"Gia Lâm, Hà Nội",False,Good
2.73,42.0,1.0,2.0,2.0,"Hoài Đức, Hà Nội",True,Good
3.4,62.0,,3.0,3.0,"Thanh Trì, Hà Nội",False,Good
3.2,41.0,,,3.0,"Hai Bà Trưng, Hà Nội",False,Good
9.4,59.0,,,,"Phú Xuyên, Hà Nội",True,
20.0,90.0,5.0,,,"Gia Lâm, Hà Nội",True,Good
11.0,51.0,,4.0,5.0,"Ba Đình, Hà Nội",True,Good
5.5,70.0,4.0,3.0,3.0,"Hà Đông, Hà Nội",False,Good
55.0,87.0,7.0,8.0,5.0,"Hoàn Kiếm, Hà Nội",True,Good
3.69,45.0,6.0,,,"Thanh Trì, Hà Nội",True,Good
3.88,35.0,5.0,4.0,3.0,"Cầu Giấy, Hà Nội",False,Good
10.0,83.0,8.0,,,"Long Biên, Hà Nội",True,Good
4.0,34.0,,3.0,4.0,"Sóc Sơn, Hà Nội",False,Good
4.45,35.0,6.0,3.0,4.0,"Hà Đông, Hà Nội",False,Good
0.165,50.0,,,,"Hà Đông, Hà Nội",True,Good
5000000.0,50.0,7.0,,6.0,"Tây Hồ, Hà Nội",True,Good
10.9,65.0,,2.0,,"Long Biên, Hà Nội",True,Good
5.2,45.0,,3.0,,"Cầu Giấy, Hà Nội",False,Good
4.6,39.0,5.0,4.0,3.0,"Sóc Sơn, Hà Nội",False,Good
4.55,35.0,,4.0,3.0,"Sóc Sơn, Hà Nội",False,Good
24.0,76.0,8.0,2.0,,"Đống Đa, Hà Nội",False,Good
30.0,90.0,6.0,2.0,5.0,Hà Nội,True,Good
5.1,40.0,6.0,5.0,5.0,Hà Nội,True,Good
2.65,30.0,3.0,,,"Thường Tín, Hà Nội",True,Good
6.5,55.0,,,4.0,"Đống Đa, Hà Nội",False,Good
6.9,40.0,7.0,,,"Hoàng Mai, Hà Nội",False,Good
5.28,62.0,5.0,5.0,3.0,"Hoàng Mai, Hà Nội",True,Good
5.8,35.0,,,,"Hoài Đức, Hà Nội",True,Good
8.8,56.0,,,,"Cầu Giấy, Hà Nội",True,Good
10.3,60.0,,,,"Đống Đa, Hà Nội",False,Good
3.45,44.0,,3.0,,"Thường Tín, Hà Nội",False,Good
4.1,40.0,,,,"Thanh Trì, Hà Nội",False,Good
3.45,35.0,,,,"Phúc Thọ, Hà Nội",False,Good
4.3,36.0,5.0,3.0,,"Hai Bà Trưng, Hà Nội",False,Good
5.5,70.0,4.0,3.0,3.0,"Hà Đông, Hà Nội",False,Good
6.5,58.0,3.0,,,"Hoàng Mai, Hà Nội",False,Good
19.0,86.0,4.0,,3.0,"Bắc Từ Liêm, Hà Nội",True,Good
6.2,43.0,,,1.0,"Long Biên, Hà Nội",True,Good
9.2,80.0,7.0,17.0,17.0,"Gia Lâm, Hà Nội",True,Good
3.3,33.0,5.0,3.0,3.0,"Hà Đông, Hà Nội",False,Good
350.0,550.0,12.0,,,"Cầu Giấy, Hà Nội",True,Good
7.5,57.0,7.0,6.0,5.0,"Đống Đa, Hà Nội",False,Good
7.48,30.0,3.0,2.0,,"Ba Đình, Hà Nội",False,Good
4.1,37.0,,4.0,3.0,"Thanh Xuân, Hà Nội",False,Good
11.8,81.0,,,,"Hoàng Mai, Hà Nội",False,Good
4.9,44.0,6.0,4.0,3.0,"Cầu Giấy, Hà Nội",False,Good
3.3,35.0,,,,"Thanh Trì, Hà Nội",True,Good
3.0,36.0,,,,"Long Biên, Hà Nội",True,Good
3.5,30.0,5.0,4.0,,"Hà Đông, Hà Nội",False,Good
4.0,45.0,,,,"Hai Bà Trưng, Hà Nội",False,Good
5.6,37.0,,3.0,,Hà Nội,False,Good
6.5,30.0,,5.0,4.0,"Thanh Xuân, Hà Nội",False,Good
11.0,80.0,4.0,2.0,,"Sóc Sơn, Hà Nội",True,Good
14.0,5.0,8.0,2.0,5.0,"Hai Bà Trưng, Hà Nội",False,Good
8.9,57.0,7.0,10.0,,"Nam Từ Liêm, Hà Nội",False,Good
19.0,65.0,,,,Hà Nội,False,Good
3.1,30.0,6.0,,,"Hà Đông, Hà Nội",False,Good
4.9,42.0,6.0,3.0,4.0,"Đống Đa, Hà Nội",False,Good
4.3,36.0,5.0,3.0,,"Hai Bà Trưng, Hà Nội",False,Good
4.3,73.0,,,,"Tây Hồ, Hà Nội",False,Good
6.9,55.0,,,,"Hoàng Mai, Hà Nội",False,Good
7.5,57.0,7.0,6.0,5.0,"Đống Đa, Hà Nội",False,Good
5.2,52.0,,,,"Thanh Xuân, Hà Nội",False,Good
83.0,190.0,10.0,,,Hà Nội,False,Good
13.6,90.0,7.0,5.0,6.0,"Long Biên, Hà Nội",True,
20.0,71.0,4.0,,4.0,"Sóc Sơn, Hà Nội",True,Good
15.3,81.0,8.0,8.0,7.0,"Sóc Sơn, Hà Nội",False,Good
3.6,8.0,5.0,4.0,3.0,"Hai Bà Trưng, Hà Nội",False,Good
2.99,32.0,5.0,2.0,2.0,Hà Nội,False,
4.5,50.0,5.0,,,"Hà Đông, Hà Nội",True,Good
3.1,34.0,,,,"Thanh Trì, Hà Nội",True,
2.5,40.0,,,3.0,Hà Nội,True,Good
4.0,45.0,,,,"Hai Bà Trưng, Hà Nội",False,Good
7.5,45.0,7.0,4.0,,Hà Nội,False,Good
5.7,44.0,4.0,,,"Đống Đa, Hà Nội",False,Good
3.65,45.0,6.0,4.0,3.0,"Thanh Trì, Hà Nội",True,Good
5.27,43.0,,3.0,4.0,"Sóc Sơn, Hà Nội",False,Good
3.88,45.0,6.0,6.0,4.0,"Hai Bà Trưng, Hà Nội",False,Good
3.2,30.0,4.0,,,"Đống Đa, Hà Nội",True,Good
50.0,70.0,,,,Hà Nội,True,Good
10.6,96.0,,,,"Tây Hồ, Hà Nội",False,Good
4.0,39.0,6.0,4.0,4.0,"Sóc Sơn, Hà Nội",True,Good
13.0,60.0,5.0,,,"Đống Đa, Hà Nội",True,Good
11.0,110.0,7.0,,1.0,"Long Biên, Hà Nội",False,Good
55.0,165.0,6.0,6.0,,"Sóc Sơn, Hà Nội",True,Good
3.6,62.0,1.0,,,"Thanh Trì, Hà Nội",False,Good
20.0,71.0,4.0,,4.0,"Sóc Sơn, Hà Nội",True,Good
430.0,540.0,10.0,,,"Bắc Từ Liêm, Hà Nội",False,Good
3.4,30.0,3.0,,,"Thanh Trì, Hà Nội",False,
3.4,56.0,,,6.0,"Hoài Đức, Hà Nội",True,Good
10.8,78.0,5.0,4.0,,"Thanh Xuân, Hà Nội",False,Good
3.6,50.0,,,,"Long Biên, Hà Nội",False,Good
6.2,53.0,,4.0,3.0,"Ba Đình, Hà Nội",False,Good
3.5,35.0,,,,"Long Biên, Hà Nội",False,Good
0.01045,62.0,6.0,5.0,4.0,"Sóc Sơn, Hà Nội",False,
3.02,36.0,,2.0,2.0,Hà Nội,False,Good
5.6,35.0,6.0,3.0,4.0,"Cầu Giấy, Hà Nội",False,Good
3.6,35.0,5.0,4.0,4.0,"Đống Đa, Hà Nội",False,Good
4.2,42.0,,4.0,3.0,"Tây Hồ, Hà Nội",False,Good
23.5,88.0,6.0,5.0,5.0,"Thường Tín, Hà Nội",False,Good
4.5,34.0,,4.0,4.0,"Long Biên, Hà Nội",False,Good
3.15,30.0,6.0,3.0,4.0,"Hà Đông, Hà Nội",False,Good
4.69,55.0,6.0,4.0,4.0,"Sóc Sơn, Hà Nội",False,Good
50.0,70.0,,,,Hà Nội,True,Good
4.3,35.0,,3.0,4.0,"Hai Bà Trưng, Hà Nội",False,
36.0,100.0,8.0,,,Hà Nội,True,
4750.0,60.0,6.0,2.0,2.0,"Long Biên, Hà Nội",False,Good
9.5,60.0,6.0,,,"Thanh Trì, Hà Nội",True,Good
120.0,210.0,9.0,,,Hà Nội,True,Good
3.6,46.0,6.0,6.0,4.0,"Thanh Trì, Hà Nội",False,Good
8.2,112.0,,3.0,,"Thanh Trì, Hà Nội",False,
2.85,24.0,6.0,3.0,3.0,"Đan Phượng, Hà Nội",True,Good
5.1,45.0,,3.0,,"Cầu Giấy, Hà Nội",False,Good
8.0,100.0,5.0,5.0,6.0,Hà Nội,True,Good
12.8,85.0,8.0,17.0,,"Tây Hồ, Hà Nội",False,Good
5.45,51.0,5.0,4.0,3.0,"Thường Tín, Hà Nội",True,Good
17.0,66.0,,4.0,7.0,"Cầu Giấy, Hà Nội",True,Good
14.9,52.0,3.0,6.0,4.0,"Sóc Sơn, Hà Nội",False,Good
3.3,37.0,,4.0,,"Hai Bà Trưng, Hà Nội",False,Good
15.5,50.0,,4.0,,"Ba Đình, Hà Nội",True,Good
4.1,40.0,,,,Hà Nội,False,Good
4.2,73.0,,,,"Tây Hồ, Hà Nội",False,Good
4.4,41.0,6.0,4.0,4.0,"Sóc Sơn, Hà Nội",False,Good
4.85,45.0,6.0,6.0,4.0,"Đống Đa, Hà Nội",False,Good
4.5,45.0,5.0,4.0,4.0,"Hà Đông, Hà Nội",False,Good
6.05,40.0,8.0,5.0,,"Đống Đa, Hà Nội",True,Good
6.15,43.0,6.0,6.0,4.0,"Đống Đa, Hà Nội",True,Good
3.45,60.0,4.0,3.0,2.0,"Thanh Trì, Hà Nội",False,Good
9.9,76.0,5.0,4.0,,"Mỹ Đức, Hà Nội",False,Good
2.0,43.0,1.0,2.0,1.0,"Chương Mỹ, Hà Nội",True,Good
6.9,60.0,6.0,4.0,4.0,"Long Biên, Hà Nội",True,Good
2800.0,55.0,1.0,1.0,1.0,"Long Biên, Hà Nội",False,
4.4,45.0,6.0,6.0,8.0,"Tây Hồ, Hà Nội",False,Good
6.8,70.0,,,,"Thanh Trì, Hà Nội",False,Good
4.09,30.0,6.0,3.0,4.0,"Cầu Giấy, Hà Nội",False,Good
20.0,71.0,4.0,4.0,4.0,"Đống Đa, Hà Nội",True,Good
3.88,45.0,6.0,6.0,4.0,"Hai Bà Trưng, Hà Nội",False,Good
8.6,40.0,,4.0,6.0,"Cầu Giấy, Hà Nội",True,Good
17.0,66.0,,4.0,7.0,"Cầu Giấy, Hà Nội",True,Good
3.5,34.0,,3.0,4.0,"Hoàng Mai, Hà Nội",False,Good
38.0,168.0,,2.0,,"Long Biên, Hà Nội",True,Good
2.8,35.0,6.0,3.0,2.0,"Hà Đông, Hà Nội",True,Good
4.65,52.0,6.0,4.0,,"Sóc Sơn, Hà Nội",False,Good
9.0,60.0,5.0,4.0,4.0,"Phú Xuyên, Hà Nội",True,Good
4.0,32.0,,,,"Chương Mỹ, Hà Nội",False,Good
5.2,39.0,6.0,3.0,4.0,"Sóc Sơn, Hà Nội",False,Good
4.3,40.0,6.0,3.0,4.0,"Hà Đông, Hà Nội",False,Good
6.6,66.0,5.0,4.0,,"Nam Từ Liêm, Hà Nội",False,Good
3.6,32.0,6.0,3.0,4.0,"Cầu Giấy, Hà Nội",False,Good
4.8,38.0,,4.0,4.0,"Cầu Giấy, Hà Nội",False,Good
4.7,35.0,6.0,,,"Hoàng Mai, Hà Nội",False,Good
5.2,35.0,6.0,3.0,3.0,"Cầu Giấy, Hà Nội",False,Good
5.2,48.0,5.0,4.0,3.0,"Sóc Sơn, Hà Nội",False,Good
3.23,38.0,4.0,3.0,,"Hai Bà Trưng, Hà Nội",False,Good
5.8,62.0,5.0,4.0,,"Thường Tín, Hà Nội",True,Good
4.8,55.0,6.0,4.0,4.0,"Sóc Sơn, Hà Nội",True,Good
12.8,85.0,8.0,17.0,,"Tây Hồ, Hà Nội",False,Good
4.3,35.0,7.0,3.0,4.0,"Ba Đình, Hà Nội",False,Good
9.7,40.0,6.0,4.0,4.0,"Đống Đa, Hà Nội",False,Good
4.0,33.0,6.0,3.0,4.0,"Tây Hồ, Hà Nội",False,Good
6.9,60.0,6.0,4.0,4.0,"Long Biên, Hà Nội",True,Good
4.0,31.0,6.0,3.0,4.0,"Cầu Giấy, Hà Nội",False,Good
20.5,70.0,8.0,4.0,,Hà Nội,True,Good
6.6,76.0,,,,Hà Nội,True,Good
3.6,36.0,6.0,,,"Thanh Trì, Hà Nội",False,Good
10.5,96.0,,,,"Tây Hồ, Hà Nội",False,Good
6.5,50.0,,,,"Thường Tín, Hà Nội",True,Good
7.55,43.0,,4.0,,Hà Nội,False,Good
11.0,60.0,6.0,5.0,4.0,"Hoài Đức, Hà Nội",False,
1.3,53.0,3.0,2.0,2.0,"Thanh Trì, Hà Nội",False,Good
6.2,60.0,,4.0,3.0,"Ba Đình, Hà Nội",False,Good
5.0,36.0,6.0,4.0,5.0,"Tây Hồ, Hà Nội",True,Good
15.48,62.0,,4.0,,"Tây Hồ, Hà Nội",True,Good
6.4,46.0,7.0,3.0,3.0,"Sóc Sơn, Hà Nội",True,
5.5,50.0,6.0,4.0,4.0,"Hoàng Mai, Hà Nội",False,Good
3.25,45.0,,4.0,3.0,"Thanh Trì, Hà Nội",True,Good
3.0,35.0,6.0,,,"Long Biên, Hà Nội",False,
1.78,22.0,,1.0,1.0,"Sóc Sơn, Hà Nội",True,
12.0,62.0,,6.0,,Hà Nội,True,Good
7.3,44.0,6.0,4.0,,"Hoàng Mai, Hà Nội",False,Good
